Año,Cantón,Provincia,Empleo total registrado,Empleo masculino registrado,Empleo femenino registrado,Salario promedio total registrado,Salario mensual promedio masculino registrado,Salario mensual promedio femenino registrado,Ventas locales,Recaudación tributaria,Valor agregado bruto de producción,Población,Número de nuevas compañías,Valor agregado bruto de producción per cápita,variación interanual de la producción per cápita,variación interanual real de la producción per cápita
2024,Paltas,Loja,1688.833333,787,901.8333333,865.9169057,764.6153208,954.3980052,29383545.71,1421409.48,,,4,,,
2019,Chordeleg,Azuay,620.4166667,353.8333333,266.5833333,528.8758748,513.6826019,549.03862,22057701.06,793585.274,22834070,13018,5,1754.038255,13.15134631,12.88492998
2020,Chordeleg,Azuay,557.3333333,313.9166667,243.4166667,562.2001436,555.9023997,570.3642273,12186902.49,545081.39,21264550,12938,4,1643.573195,-6.297756573,-5.959157416
2021,Chordeleg,Azuay,544.3333333,294.75,249.5833333,574.0703611,579.2602743,567.9856517,15599548.19,742423.14,20656820,12782,6,1616.086684,-1.672363051,-1.81379381
2022,Chordeleg,Azuay,580.0833333,309.75,270.3333333,591.9121806,603.6667989,578.5117849,19422462.13,1197676.08,23060590,12637,5,1824.846878,12.91763591,9.453814922
2023,Chordeleg,Azuay,607.5,326.9166667,280.5833333,598.400945,615.4887288,578.5611267,23611113.79,1261852.93,18196610,12521,9,1453.287277,-20.36113853,-22.58130935
2024,Chordeleg,Azuay,617.9166667,330.25,287.6666667,634.0759684,662.8738912,601.0129191,20795795.09,1126456.37,,,9,,,
2019,Puyango,Loja,732.4166667,433.9166667,298.5,691.3336792,659.3484802,737.9102427,31050074.07,712813.002,37643390,16855,3,2233.36636,5.903477604,5.637061268
2020,Puyango,Loja,699.9166667,415.5833333,284.3333333,716.0094382,680.3483887,768.4744517,31320015.28,484026.88,33275890,16780,2,1983.068534,-11.20719962,-10.86860046
2021,Puyango,Loja,693.1666667,403.5833333,289.5833333,722.1276178,676.7686768,785.3675435,31948431.66,757852.99,33362360,16693,7,1998.583838,0.782388672,0.640957913
2022,Puyango,Loja,765.1666667,446.3333333,318.8333333,711.5253805,673.9032135,764.191747,37800432.31,927456.21,40334060,16629,4,2425.525287,21.36219865,17.89837767
2023,Puyango,Loja,797.0833333,466.75,330.3333333,707.7661794,676.0210724,752.6193746,37639222.09,959881.14,41169180,16596,10,2480.668836,2.273468308,0.053297486
2024,Puyango,Loja,831.9166667,476.5,355.4166667,715.4970551,696.8513438,740.7078247,38117163.13,916797.9,,,4,,,
2019,Saraguro,Loja,1729.166667,933.75,795.4166667,767.9255625,720.6125437,823.6398315,35390837.86,1172093.056,45019770,31079,15,1448.559156,14.03418208,13.76776575
2020,Saraguro,Loja,1638.916667,858.5833333,780.3333333,781.8591094,733.8374939,834.7298635,30999249.5,828519.28,39436000,30765,7,1281.846254,-11.50887771,-11.17027856
2021,Saraguro,Loja,1602.75,823.0833333,779.6666667,776.5291978,727.8371633,827.9726919,35358382.59,1354737.48,37301440,30433,12,1225.690533,-4.380846797,-4.522277556
2022,Saraguro,Loja,1736.333333,914.5833333,821.75,778.8096466,732.3468882,830.5175578,39768001.59,1810587.44,42975120,30150,9,1425.377114,16.29176172,12.82794074
2023,Saraguro,Loja,1769.166667,905.0833333,864.0833333,825.0112712,773.2747548,879.1960653,40532708.97,1987037.35,48548350,29932,19,1621.954764,13.79127304,11.57110222
2024,Saraguro,Loja,1732.25,860.9166667,871.3333333,829.0795135,775.0644684,882.557368,41060208.71,1829420.03,,,14,,,
2019,Sozoranga,Loja,161.6666667,117.9166667,43.75,643.6821543,636.7438456,665.0096944,5070976.632,185699.12,8726760,7311,0,1193.647928,16.60159836,16.33518202
2020,Sozoranga,Loja,158.5833333,109.6666667,48.91666667,698.2205831,693.0838725,711.9846039,4545441.002,143600.22,8492640,7226,4,1175.289233,-1.538032617,-1.199433459
2021,Sozoranga,Loja,160.8333333,113.75,47.08333333,675.8472631,680.5057831,665.7879435,2236543.565,279057.98,7227160,7137,0,1012.632759,-13.83969748,-13.98112824
2022,Sozoranga,Loja,186.3333333,129.1666667,57.16666667,662.4063619,654.4256999,680.8946635,2962349.773,284800.11,7934700,7064,1,1123.258777,10.92459404,7.460773057
2023,Sozoranga,Loja,208.6666667,143.8333333,64.83333333,687.4407298,690.3296407,680.8686066,3644802.96,292698.11,9547900,7005,2,1363.012134,21.34444549,19.12427466
2024,Sozoranga,Loja,214.6666667,147.0833333,67.58333333,726.9576416,735.7053172,708.7130432,4661465.368,394074.96,,,2,,,
2019,Zapotillo,Loja,854.5,496.6666667,357.8333333,720.9030965,696.8120931,754.4643199,27250588.79,746351.37,27234310,14524,7,1875.124621,20.67889596,20.41247962
2020,Zapotillo,Loja,791.5,438.5833333,352.9166667,738.8666602,715.1738485,768.3357544,28012272.09,471137.42,24969840,14667,4,1702.450399,-9.208679812,-8.870080655
2021,Zapotillo,Loja,784.6666667,431.9166667,352.75,720.3380626,688.3587443,759.4792837,28287796.47,778319.95,22724910,14788,2,1536.712875,-9.735233617,-9.876664377
2022,Zapotillo,Loja,856.1666667,465.75,390.4166667,725.2989807,690.6544647,766.6195577,37202509.98,889288.26,26101500,14915,7,1750.016762,13.88052965,10.41670867
2023,Zapotillo,Loja,907.4166667,493.25,414.1666667,764.8738454,721.7714233,816.1840261,37090342.65,860889.12,30686140,15058,10,2037.86293,16.44819494,14.22802411
2024,Zapotillo,Loja,913.5833333,481.3333333,432.25,773.2434438,727.9422302,823.7156576,37572798.33,928709.73,,,4,,,
2019,Pindal,Loja,290,209.5833333,80.41666667,587.1565247,597.6276347,559.850708,48482989.77,435669.364,38004060,10385,0,3659.514685,-11.51985418,-11.78627051
2020,Pindal,Loja,306.6666667,218.4166667,88.25,602.1807481,608.6426239,586.2384237,41411701.74,351506.22,32520860,10492,4,3099.586352,-15.3006172,-14.96201804
2021,Pindal,Loja,309.8333333,216.1666667,93.66666667,582.5666825,590.4805094,564.4100901,38426832.43,512084.59,29911880,10583,1,2826.408391,-8.813368292,-8.954799051
2022,Pindal,Loja,313.5,221.3333333,92.16666667,618.1894887,622.5780792,607.665329,51260592.61,485366.71,31727850,10679,3,2971.05066,5.117529011,1.653708027
2023,Pindal,Loja,324.8333333,223.3333333,101.5,611.9132843,615.389211,604.1928914,37477538.87,430728.08,32927550,10784,4,3053.370734,2.770739501,0.550568679
2024,Pindal,Loja,310.5,207,103.5,646.8591258,640.4121501,659.7756907,45191737.51,474578.5,,,4,,,
2019,Quilanga,Loja,141.25,107.6666667,33.58333333,661.4738566,655.5486145,681.2779643,1964848.591,111108.854,6396340,4222,0,1515.002369,11.35203212,11.08561578
2020,Quilanga,Loja,137.3333333,103.5,33.83333333,688.9875796,671.6038564,742.4083761,1321309.436,127300.99,6325330,4153,2,1523.074886,0.532838578,0.871437736
2021,Quilanga,Loja,150.4166667,114.25,36.16666667,655.4338429,629.0477956,739.0936941,1512102.789,123980.33,5781890,4085,1,1415.395349,-7.069878034,-7.211308794
2022,Quilanga,Loja,234.8333333,179.8333333,55,595.3163452,577.6697337,653.6284078,4382519.317,322082.24,7016580,4030,4,1741.086849,23.01063799,19.546817
2023,Quilanga,Loja,227.1666667,163.4166667,63.75,634.1956838,616.4376475,679.8177948,4819491.62,303233.21,8288680,3987,1,2078.926511,19.40395235,17.18378153
2024,Quilanga,Loja,211.4166667,149.5833333,61.83333333,657.8931834,651.1277771,674.3955383,8562028.067,230520.2,,,2,,,
2019,Olmedo,Loja,153.1666667,103.3333333,49.83333333,713.4117483,691.5338287,759.8816274,906223.9032,109508,5708730,4508,0,1266.355368,23.45414626,23.18772993
2020,Olmedo,Loja,156.1666667,104.5833333,51.58333333,728.9640119,698.7157033,790.5377757,773428.3702,64363.02,5805110,4414,1,1315.158586,3.853832763,4.192431921
2021,Olmedo,Loja,160.25,101.6666667,58.58333333,722.0364187,708.564031,744.8286794,1023609.317,105197.93,5350240,4328,2,1236.192237,-6.004321497,-6.145752256
2022,Olmedo,Loja,156.9166667,105.3333333,51.58333333,732.5581767,685.5119934,828.8599091,1133505.704,157462.36,5724220,4258,4,1344.344763,8.748843667,5.285022683
2023,Olmedo,Loja,159.3333333,106.9166667,52.41666667,735.7325999,703.054657,802.0869293,1066188.74,160120.68,6831740,4206,2,1624.284356,20.82349711,18.60332629
2024,Olmedo,Loja,157.8333333,112.6666667,45.16666667,742.5344645,741.8205414,744.4638163,1186873.004,159120,,,1,,,
2019,El Pan,Azuay,131.5833333,92.25,39.33333333,638.3472239,633.7458445,649.745285,2197229.826,188142.03,6765960,2988,2,2264.37751,19.40063147,19.13421514
2020,El Pan,Azuay,119,80.08333333,38.91666667,666.8594652,670.7985331,658.8673452,1542727.541,99788.88,6277320,2950,0,2127.905085,-6.026929021,-5.688329863
2021,El Pan,Azuay,113.4166667,77.16666667,36.25,691.9549578,693.4253743,688.9372203,1330973.264,136569.33,5126430,2897,0,1769.565067,-16.84003765,-16.98146841
2022,El Pan,Azuay,107.0833333,70.75,36.33333333,693.6128387,698.2860769,684.7581991,1387486.179,143360.03,5629080,2849,0,1975.809056,11.65506668,8.191245694
2023,El Pan,Azuay,121.6666667,80.41666667,41.25,676.1985372,669.4602407,689.3619385,1262898.56,143381.36,4012540,2810,2,1427.950178,-27.72833115,-29.94850197
2024,El Pan,Azuay,122.3333333,80.58333333,41.75,706.2270304,689.5624288,738.8996277,1117485.306,155024.84,,,0,,,
2019,Sevilla De Oro,Azuay,322.75,222.3333333,100.4166667,511.2180837,507.9248225,519.9561717,8098918.858,322694.4,161802510,5215,2,31026.36817,17.45605475,17.18963841
2020,Sevilla De Oro,Azuay,317.25,216.4166667,100.8333333,528.0059264,517.6898982,550.8465017,6755658.139,166884.73,148315840,5081,4,29190.28538,-5.917814105,-5.579214948
2021,Sevilla De Oro,Azuay,339.25,234.5,104.75,535.7656715,525.0459925,560.6327159,7845628.567,297107.92,149587210,4930,2,30342.23327,3.946339935,3.804909175
2022,Sevilla De Oro,Azuay,313.0833333,207.1666667,105.9166667,564.2960917,565.2838135,562.6343689,11885142.62,323317.88,159802340,4800,1,33292.15417,9.722161435,6.258340451
2023,Sevilla De Oro,Azuay,297.1666667,184.25,112.9166667,581.7375081,597.8180644,555.7776082,11015258,526332.41,148773760,4699,5,31660.72781,-4.900332805,-7.120503628
2024,Sevilla De Oro,Azuay,276.6666667,176.3333333,100.3333333,587.2542165,598.0243276,568.3445231,8677850.306,366196.07,,,2,,,
2019,Guachapala,Azuay,149.25,114.6666667,34.58333333,575.8767242,565.8659871,608.7143707,2288827.483,181742.62,7592820,3679,1,2063.827127,-4.696134565,-4.962550901
2020,Guachapala,Azuay,151.8333333,112.3333333,39.5,603.4700306,601.5671997,608.6072896,1620482.953,79178.3,6947990,3681,1,1887.527846,-8.542347319,-8.203748161
2021,Guachapala,Azuay,161.75,114.4166667,47.33333333,598.9924461,592.6917369,614.1999308,1667354.132,93921.62,6861880,3663,2,1873.295113,-0.754040924,-0.895471683
2022,Guachapala,Azuay,161.8333333,109.75,52.08333333,604.2288818,609.6249339,591.9317169,1366265.317,121578.72,6532420,3650,0,1789.70411,-4.462244262,-7.926065246
2023,Guachapala,Azuay,174.4166667,124.6666667,49.75,597.4918823,597.6289368,598.8588511,2330890.49,125493.55,5115500,3645,2,1403.429355,-21.58316295,-23.80333377
2024,Guachapala,Azuay,177.4166667,123.8333333,53.58333333,620.360494,624.8351593,611.2204742,2086801.94,161434.24,,,5,,,
2019,Camilo Ponce Enríquez,Azuay,7621.583333,6477.583333,1144,641.9498291,627.544871,723.6601206,137797023.5,9126688.974,165845270,22435,17,7392.256296,8.754858546,8.488442209
2020,Camilo Ponce Enríquez,Azuay,7275.666667,6122.75,1152.916667,644.7300433,630.4766998,719.8122152,129155505,8099006.11,181893950,23016,22,7902.934915,6.908291575,7.246890732
2021,Camilo Ponce Enríquez,Azuay,7557.416667,6401.416667,1156,654.4000626,644.4141032,709.7250417,146696358.4,9804543.13,312407070,23432,22,13332.49701,68.70311038,68.56167962
2022,Camilo Ponce Enríquez,Azuay,7932.833333,6710.666667,1222.166667,669.9753876,660.7179667,720.7751007,183149582.6,9814979.78,334685030,23825,39,14047.64029,5.363911055,1.900090071
2023,Camilo Ponce Enríquez,Azuay,7689,6450.666667,1238.333333,695.1986389,684.211614,752.5025126,150107141.9,8492397.22,315844570,24226,19,13037.42137,-7.191378105,-9.411548927
2024,Camilo Ponce Enríquez,Azuay,7133.25,5956.5,1176.75,712.2289632,703.534373,756.1752574,241753599.3,9493378.08,,,23,,,
2019,Babahoyo ,Los Ríos,19094.41667,11081.08333,8013.333333,727.4263814,664.9321645,813.8613739,627381697.5,19183833.41,634623540,185546,67,3420.302998,-4.849823248,-5.116239585
2020,Babahoyo ,Los Ríos,18540.41667,10821.83333,7718.583333,734.0121835,670.3419139,823.3065948,595738618.9,16850998.17,644869150,187384,61,3441.431232,0.617729906,0.956329063
2021,Babahoyo ,Los Ríos,18108.5,10579.83333,7528.666667,726.9031381,657.3368276,824.680191,632803234.8,21676329.38,678445790,187950,92,3609.714233,4.889913209,4.74848245
2022,Babahoyo ,Los Ríos,18164.25,10446.91667,7717.333333,745.8500875,678.3504537,837.2196096,665185538.7,25705617.15,620059500,188759,83,3284.926811,-8.997593719,-12.4614147
2023,Babahoyo ,Los Ríos,16678.75,8881,7797.75,809.4296773,740.2787882,888.1911621,694755863,26429074.56,672176890,190058,95,3536.693483,7.664300791,5.444129969
2024,Babahoyo ,Los Ríos,16610.91667,8747.5,7863.416667,813.4871979,745.9535522,888.6633504,907587097.9,26447779.49,,,70,,,
2019,Baba ,Los Ríos,1932.416667,1573.583333,358.8333333,461.6295522,443.2877935,542.1035105,92328195.54,1689414.17,151323880,46783,5,3234.591198,6.683730166,6.41731383
2020,Baba ,Los Ríos,1976.25,1617.5,358.75,479.0956048,456.7778244,579.7340698,98210477.25,1586570.99,183949660,47183,3,3898.642731,20.52968963,20.86828879
2021,Baba ,Los Ríos,2017.5,1641.416667,376.0833333,494.5965471,470.0153402,601.8682912,95357153.47,2247706.6,195809420,47263,2,4142.974843,6.267106997,6.125676238
2022,Baba ,Los Ríos,1996.083333,1597,399.0833333,515.2553202,490.4762065,614.476064,96473526.68,2441847.72,161365710,47404,2,3404.052612,-17.83554714,-21.29936813
2023,Baba ,Los Ríos,1987.75,1558.5,429.25,530.3921356,508.7389348,609.0853577,106687144.6,2197973.64,187583560,47667,8,3935.291921,15.60608398,13.38591316
2024,Baba ,Los Ríos,2059.083333,1603.5,455.5833333,540.5131632,520.5225652,610.8685354,131263733.7,2452733.7,,,4,,,
2019,Montalvo ,Los Ríos,1104.333333,754.5833333,349.75,509.8060811,507.0686747,515.8484446,84233275.94,1299796.452,93369140,28996,3,3220.069665,28.45255109,28.18613476
2020,Montalvo ,Los Ríos,1047.666667,708.4166667,339.25,530.0350126,525.0566762,540.3546651,85842451.33,1116362.2,80931860,29318,2,2760.483662,-14.27254844,-13.93394929
2021,Montalvo ,Los Ríos,977.25,645.5833333,331.6666667,546.1195969,537.3919881,562.9877981,85417751.81,1588570.03,83677800,29442,6,2842.123497,2.957446779,2.816016019
2022,Montalvo ,Los Ríos,1015.333333,660.25,355.0833333,573.9792633,562.500117,595.1800486,105051470.7,2116073.57,95552490,29604,2,3227.688488,13.56608857,10.10226759
2023,Montalvo ,Los Ríos,1076.75,691.6666667,385.0833333,580.638738,568.9074504,602.097819,103110041.8,1756913.3,95537760,29842,5,3201.452986,-0.812826344,-3.032997166
2024,Montalvo ,Los Ríos,1098.75,707.75,391,585.7959137,580.1823374,596.0741882,163689641.1,1811632.88,,,9,,,
2019,Puebloviejo,Los Ríos,3091,2389.5,701.5,469.4657974,466.5351079,479.6336644,166148202.9,2760528.402,173472260,43838,9,3957.120763,-5.501100126,-5.767516462
2020,Puebloviejo,Los Ríos,3100.916667,2401.75,699.1666667,490.9891592,485.7024002,509.1746546,189408161.2,2658876.14,162193610,44284,5,3662.578132,-7.443357138,-7.10475798
2021,Puebloviejo,Los Ríos,3108.916667,2410.083333,698.8333333,469.8206626,464.011233,489.7622197,196005817.7,3454871.08,178585170,44429,5,4019.563123,9.746822546,9.605391787
2022,Puebloviejo,Los Ríos,2817.833333,2109.416667,708.4166667,482.3678436,473.884107,507.6302719,208324376.9,3322364.45,201608460,44633,10,4517.026864,12.37606489,8.912243904
2023,Puebloviejo,Los Ríos,2741.75,2056.833333,684.9166667,496.1674703,483.6899312,533.7522634,240842397.5,3082306.78,252599980,44952,7,5619.326838,24.40321936,22.18304854
2024,Puebloviejo,Los Ríos,2662.333333,2000.75,661.5833333,511.6468836,499.43868,548.601415,268708157.4,3023011.25,,,8,,,
2019,Quevedo ,Los Ríos,23854,14600.33333,9253.666667,680.3926137,642.1576945,740.7187703,1193785710,35283443.96,721014810,214036,62,3368.661393,-2.574060736,-2.840477072
2020,Quevedo ,Los Ríos,23347.33333,14367.41667,8979.916667,696.9809488,654.8682912,764.345698,1234805124,39022129.93,745370700,216756,66,3438.754637,2.080744692,2.41934385
2021,Quevedo ,Los Ríos,22869,13924.5,8944.5,702.5700855,661.0217539,767.3202413,1273319652,34286794.23,772143280,218010,95,3541.779184,2.995984267,2.854553508
2022,Quevedo ,Los Ríos,22045.41667,13159.58333,8885.833333,714.6562246,674.2382711,774.4600728,1381289895,39679295.17,777343880,219549,102,3540.639584,-0.032175935,-3.495996919
2023,Quevedo ,Los Ríos,22840.41667,13710.75,9129.666667,753.3089803,702.947108,828.9445292,1413144328,36828959.4,844130960,221661,119,3808.206947,7.557034723,5.336863901
2024,Quevedo ,Los Ríos,23256.08333,13941.66667,9314.416667,765.9390106,719.2398682,835.8922221,1582296986,45874401.44,,,90,,,
2019,Urdaneta,Los Ríos,1749.166667,693.0833333,1056.083333,771.7622019,713.1221008,810.2525228,61912117.79,1334103.116,77100240,34493,9,2235.243093,7.74457123,7.478154893
2020,Urdaneta,Los Ríos,1693.416667,667.9166667,1025.5,775.1439463,715.3943176,814.0985921,79245567.48,1308127.74,78648760,34748,5,2263.403937,1.259855995,1.598455153
2021,Urdaneta,Los Ríos,1636.083333,650.25,985.8333333,774.7180199,707.4153951,819.1228027,73146189.46,1858462.46,86518760,34766,8,2488.602658,9.949559475,9.808128715
2022,Urdaneta,Los Ríos,1651.5,647.5,1004,801.5681864,729.4314779,848.1538239,81164648.59,2187605.17,97972070,34829,4,2812.945247,13.03312074,9.569299751
2023,Urdaneta,Los Ríos,1709.166667,670.4166667,1038.75,847.8046214,749.4822845,911.2600403,88069237.01,1904513.84,103736180,34982,6,2965.415928,5.420321693,3.20015087
2024,Urdaneta,Los Ríos,1739.416667,703.25,1036.166667,848.2725525,752.3517812,913.3832906,137952191.9,2185209.27,,,9,,,
2019,Ventanas,Los Ríos,3882.833333,1978.583333,1904.25,645.1292572,580.2493388,712.6621246,363819693.6,5902961.51,175862840,77865,13,2258.560842,3.420158277,3.15374194
2020,Ventanas,Los Ríos,3578.583333,1807.75,1770.833333,655.6718311,580.9105123,732.0505422,384231922.2,5719592.85,191151760,78398,10,2438.222404,7.954692111,8.293291268
2021,Ventanas,Los Ríos,3494.75,1768.416667,1726.333333,652.6764914,578.4849599,728.6845144,434288833.4,6935904.99,220563890,78398,27,2813.386694,15.38679529,15.24536453
2022,Ventanas,Los Ríos,3602.5,1813.75,1788.75,675.358134,601.660675,750.0554606,486382914.7,7091741.9,236926760,78499,22,3018.213735,7.280443962,3.816622978
2023,Ventanas,Los Ríos,3738.583333,1870,1868.583333,722.5058492,636.2151438,808.9178975,488212450,7770374.09,269321760,78803,28,3417.658719,13.23448299,11.01431217
2024,Ventanas,Los Ríos,3740.583333,1843.416667,1897.166667,729.4072927,647.1113383,809.3671773,693092583.1,10710666.7,,,30,,,
2019,Vinces,Los Ríos,3861.916667,2080.083333,1781.833333,668.2760264,603.4865265,744.0495758,202474283.4,3292699.418,195113150,84421,13,2311.19212,-2.130988843,-2.397405179
2020,Vinces,Los Ríos,3839.666667,2073.416667,1766.25,670.4760472,604.1429596,748.391922,205212770,2918542.64,188988430,85059,9,2221.851068,-3.865583115,-3.526983957
2021,Vinces,Los Ríos,3590.75,1896.333333,1694.416667,640.2580158,566.5843862,722.7933604,200318667.5,3979829.9,184535750,85118,17,2167.999131,-2.423741998,-2.565172757
2022,Vinces,Los Ríos,3911.083333,2035.75,1875.333333,681.1887258,617.179184,750.6210683,228825832.8,4994695.05,222984240,85286,10,2614.546819,20.59722636,17.13340537
2023,Vinces,Los Ríos,3996.25,2074.25,1922,713.2237854,638.4592845,793.9101919,245371936,6870432.04,246548070,85675,15,2877.713102,10.06546454,7.845293716
2024,Vinces,Los Ríos,3579.833333,1981.333333,1598.5,724.0494334,633.8018392,835.8850759,218659845.8,5294951.71,,,25,,,
2019,Palenque,Los Ríos,327.5833333,232.0833333,95.5,555.455602,560.1532644,544.0463181,21542331.26,350193.452,73159940,25548,2,2863.626898,-13.99065182,-14.25706815
2020,Palenque,Los Ríos,350.3333333,246.6666667,103.6666667,591.7383811,603.3614705,564.2822825,23159705.04,318013.87,60750280,25674,0,2366.217964,-17.36989323,-17.03129407
2021,Palenque,Los Ríos,345.3333333,240.75,104.5833333,601.2956019,610.37441,580.4698842,27972209.5,411331.75,66632470,25626,1,2600.190041,9.888018824,9.746588065
2022,Palenque,Los Ríos,350.8333333,236.4166667,114.4166667,624.4228668,638.8399913,594.7227885,33781153.26,345516.94,74207640,25612,4,2897.377792,11.42946268,7.965641693
2023,Palenque,Los Ríos,367.8333333,244.5,123.3333333,638.0953827,644.3344879,625.0961711,33031371.51,447246.17,92057690,25665,4,3586.896162,23.79801393,21.57784311
2024,Palenque,Los Ríos,354.5,234.3333333,120.1666667,636.8279368,633.4605865,643.2652588,45475114.43,613190.1,,,4,,,
2019,Buena Fe,Los Ríos,3436,2657.666667,778.3333333,505.550677,517.2528585,465.5740204,230983060,3783922.848,273012310,78741,14,3467.219238,-5.56095908,-5.827375416
2020,Buena Fe,Los Ríos,3085.25,2356.333333,728.9166667,451.5448332,446.9111404,466.568456,245007619.5,3283883.32,288470160,79762,8,3616.636494,4.309426245,4.648025403
2021,Buena Fe,Los Ríos,3197,2433.916667,763.0833333,457.0149767,450.0368703,479.2752762,255785087.5,4043571.25,290013430,80244,15,3614.144734,-0.068897165,-0.210327924
2022,Buena Fe,Los Ríos,3558.5,2676.75,881.75,510.2364858,510.5342509,509.3688838,285939792.3,4727491.24,329917820,80831,19,4081.575386,12.93336838,9.469547394
2023,Buena Fe,Los Ríos,3773.416667,2812.583333,960.8333333,542.0698598,544.65625,534.7908274,328126613.1,4769390.95,343397700,81628,22,4206.861616,3.069555713,0.849384891
2024,Buena Fe,Los Ríos,3913,2875.416667,1037.583333,561.504247,567.28685,545.5251973,407299669.3,4609585.14,,,22,,,
